sentimento,score,texto_original,texto_processado
Neutro,0.6261623501777649,"Gosto muito do mercado pago, atualmente trabalho com o banco. limite de crédito e cartão de crédito muito bom e um app muito top a performance. Acho que as únicas coisas que poderia melhorar seria uma senha para movimentação nas transferências ao invés de biometria, e outro seria o recibo que é muito pequeno as vezes a pessoa que recebe o pagamento sente dificuldade em ler, fora isso o banco é ótimo.",gosto muito do mercado pago atualmente trabalho com o banco limite de credito e cartao de credito muito bom e um app muito top a performance acho que as unicas coisas que poderia melhorar seria uma senha para movimentacao nas transferencias ao inves de biometria e outro seria o recibo que e muito pequeno as vezes a pessoa que recebe o pagamento sente dificuldade em ler fora isso o banco e otimo
Neutro,0.3887583315372467,"O app é muito bom e traz muitas facilidades no nosso dia a dia. Estou dando 3 estrelas, pois, o app erra para ser mais seguro com uma senha ou PIN para poder ter acesso ao app. E também a função de bloquear o cartão pré pago quando quiser pelo app. Quando resolverem isso eu vou dar as 5 estrelas. ACABEI DE DAR AS 5 ESTRELAS PARABÉNS DESENVOLVEDORES DO APP MERCADO PAGO, POR TER ATENDIDO O MEUS PEDIDOS SOU UM CLIENTE MUITOS SATISFEITO COM O SERVIÇO..",o app e muito bom e traz muitas facilidades no nosso dia a dia estou dando estrelas pois o app erra para ser mais seguro com uma senha ou pin para poder ter acesso ao app e tambem a funcao de bloquear o cartao pre pago quando quiser pelo app quando resolverem isso eu vou dar as estrelas acabei de dar as estrelas parabens desenvolvedores do app mercado pago por ter atendido o meus pedidos sou um cliente muitos satisfeito com o servico
Neutro,0.6299225687980652,"Está bom, mas poderia estar melhor: a) A visualização dos valores geridos no app deveria considerar a somatória do que está em cc e também em investimentos. Depois, se o user optar por ver separado, tudo bem; b) As aplicações deveriam informar o histórico de rendimento dos meses anteriores. Quanto rendeu em abril, em março, em fevereiro; c) Falta gráfico de benchmarking indicando o CDI diário, mensal, comparando com os meus recursos no app e tmb comparando com a poupança/bovespa. See you;)",esta bom mas poderia estar melhor a a visualizacao dos valores geridos no app deveria considerar a somatoria do que esta em cc e tambem em investimentos depois se o user optar por ver separado tudo bem b as aplicacoes deveriam informar o historico de rendimento dos meses anteriores quanto rendeu em abril em marco em fevereiro c falta grafico de benchmarking indicando o cdi diario mensal comparando com os meus recursos no app e tmb comparando com a poupanca bovespa see you
Negativo,0.8459141254425049,"Agendei o pagamento de um boleto e quando chegou o dia do pagamento, houve um erro e pagamento foi estornado, isso aconteceu por 2 meses seguidos e agora vou ter que pagar multa em cima da minha, pois joguei fora a via impressa e o site da empresa que gerou o boleto está fora do ar!",agendei o pagamento de um boleto e quando chegou o dia do pagamento houve um erro e pagamento foi estornado isso aconteceu por meses seguidos e agora vou ter que pagar multa em cima da minha pois joguei fora a via impressa e o site da empresa que gerou o boleto esta fora do ar
Neutro,0.605637788772583,"Não estou entendendo porque quando faço uma compra no mercado livre e vou fazer o pagamento não da mais a opção de usar algum pouco do valor que tenho no mercado pago, algum tempo atrás isso acontecia com algum dinheiro de reembolso era muito bom da um descontinho no valor da compra.",nao estou entendendo porque quando faco uma compra no mercado livre e vou fazer o pagamento nao da mais a opcao de usar algum pouco do valor que tenho no mercado pago algum tempo atras isso acontecia com algum dinheiro de reembolso era muito bom da um descontinho no valor da compra
Negativo,0.5390390157699585,"Não consigo acessar minha conta no meu aparelho celular novo. Apaguei dados, limpei cache, removi e instalei novamente e o reconhecimento facial quer identificar outra pessoa. Não aparece a opção iniciar sessão ou criar conta. O reconhecimento facial serve como segurança para acessar a minha conta, porém não permite nem pré identificar o meu acesso. Alguma solução?",nao consigo acessar minha conta no meu aparelho celular novo apaguei dados limpei cache removi e instalei novamente e o reconhecimento facial quer identificar outra pessoa nao aparece a opcao iniciar sessao ou criar conta o reconhecimento facial serve como seguranca para acessar a minha conta porem nao permite nem pre identificar o meu acesso alguma solucao
Negativo,0.7376759052276611,"pedi um cartão de crédito físico e não me entregaram. por isso nota avaliativa média. tambem pedi para cancelar o meli+ pois não cosgui acessar os canais. e tambem fiz duas assinaturas, uma sem querer por causa de um sistema burocrático. por isso vou migrar o que tenho para outra instituição financeira. como faço para fechar esta conta no mercado pago?",pedi um cartao de credito fisico e nao me entregaram por isso nota avaliativa media tambem pedi para cancelar o meli pois nao cosgui acessar os canais e tambem fiz duas assinaturas uma sem querer por causa de um sistema burocratico por isso vou migrar o que tenho para outra instituicao financeira como faco para fechar esta conta no mercado pago
Neutro,0.4762342870235443,"Esse app tem tudo pra ser bom , o rendimento e ótimo , porém tem algo, o análise de documentos tou tendo problema,tá demorando muito o análise quando trocamos de aparelho tipo meu caso. Já entrei em contato com a sentral de atendimento e ainda não resolveram, coisas simples e já tem mas de uma semana...pesso socorro, o pior não consigo movimentar minha conta tipo transferir e até fazer depósito.... socorro por favor tome providências nisso",esse app tem tudo pra ser bom o rendimento e otimo porem tem algo o analise de documentos tou tendo problema ta demorando muito o analise quando trocamos de aparelho tipo meu caso ja entrei em contato com a sentral de atendimento e ainda nao resolveram coisas simples e ja tem mas de uma semana pesso socorro o pior nao consigo movimentar minha conta tipo transferir e ate fazer deposito socorro por favor tome providencias nisso
Negativo,0.5303058624267578,Boa tarde. Instalei o aplicativo do mercado pago mais Infelizmente não consigo passar da parte do cadastramento da facial já fiz todos os procedimentos e já instalei e desinstalei várias vezes para se resolvia e não consegui. Se resolver volto aqui e marco 5 estrelas.,boa tarde instalei o aplicativo do mercado pago mais infelizmente nao consigo passar da parte do cadastramento da facial ja fiz todos os procedimentos e ja instalei e desinstalei varias vezes para se resolvia e nao consegui se resolver volto aqui e marco estrelas
Negativo,0.7960787415504456,"Estou decepcionado..... Abri uma conta, não consigo acessar. Pedi para eu validar meus documentos, porém não reconhece minha carteira de identidade militar como um documento válido. Recebi um depósito de um valor na conta não consigo usar o dinheiro porque o aplicativo nem abre pra mim. Mandei mensagem no WhatsApp do mercado livre e do mercado pago não tive uma palavra sequer de resposta.",estou decepcionado abri uma conta nao consigo acessar pedi para eu validar meus documentos porem nao reconhece minha carteira de identidade militar como um documento valido recebi um deposito de um valor na conta nao consigo usar o dinheiro porque o aplicativo nem abre pra mim mandei mensagem no whatsapp do mercado livre e do mercado pago nao tive uma palavra sequer de resposta
Negativo,0.8145059943199158,"Como desativa o som irritante quando faz um pix, estou quase deixando de usar por conta desse barulho muito alto, que mesmo desativando as permissões de notificação ainda continua.",como desativa o som irritante quando faz um pix estou quase deixando de usar por conta desse barulho muito alto que mesmo desativando as permissoes de notificacao ainda continua
Negativo,0.6725258231163025,"com a última atualização o app fica pedindo pra comprovar que não sou um robô, depois de concluir pedi pra fazer a mesma coisa. arrumem isso ou vou tirar todo meu dinheiro da conta. *edit. O App voltou a funcionar ontem. Hoje um número suspeito me ligou e enviou arquivo duvidoso no WhatsApp, pessoal fiquem espertos.",com a ultima atualizacao o app fica pedindo pra comprovar que nao sou um robo depois de concluir pedi pra fazer a mesma coisa arrumem isso ou vou tirar todo meu dinheiro da conta edit o app voltou a funcionar ontem hoje um numero suspeito me ligou e enviou arquivo duvidoso no whatsapp pessoal fiquem espertos
Negativo,0.7207982540130615,"Pelo amor de Deus, não estou conseguindo abrir comprovantes, ver notificações, entrar em outras opções que dar erro, ""algo saiu mal"", resolvam isso, toda semana tem atualização e nada de resolver esse erro. Novamente hoje 14/05/23 o mesmo erro de conexão com a internet, resolvam isso por favor!",pelo amor de deus nao estou conseguindo abrir comprovantes ver notificacoes entrar em outras opcoes que dar erro algo saiu mal resolvam isso toda semana tem atualizacao e nada de resolver esse erro novamente hoje o mesmo erro de conexao com a internet resolvam isso por favor
Negativo,0.841301441192627,"Tive um problema de compras indevidas na conta do mercado pago, e não tive ajuda do banco. Mandei todos as evidências, mostrando que estava sendo vítima de um golpe e mercado pago não fez absolutamente nada. E simplesmente disse que eu deveria pagar. Não recomendo a ninguém! Por que se vc tiver algum problema, ninguém vai te ajudar... Você fica com o prejuízo e acabou.",tive um problema de compras indevidas na conta do mercado pago e nao tive ajuda do banco mandei todos as evidencias mostrando que estava sendo vitima de um golpe e mercado pago nao fez absolutamente nada e simplesmente disse que eu deveria pagar nao recomendo a ninguem por que se vc tiver algum problema ninguem vai te ajudar voce fica com o prejuizo e acabou
Neutro,0.5422791242599487,"Todas minhas contas são debitadas, mas tive a brilhante idéia de fazer um 💳 no MP, e dividir uma 🖨️ em 18X. 🤦‍♀️. O MP não gera um boleto automático para constar no DDA, menos ainda, aceita débito automático da fatura no próprio app. Ou seja, por 18 meses terei q me lembrar d gerar um boleto e pagar o 💳. 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️",todas minhas contas sao debitadas mas tive a brilhante ideia de fazer um no mp e dividir uma em x o mp nao gera um boleto automatico para constar no dda menos ainda aceita debito automatico da fatura no proprio app ou seja por meses terei q me lembrar d gerar um boleto e pagar o
Negativo,0.6942460536956787,"Recebi uma linha de crédito de mísero 700 reais, peguei o valor e sempre coloquei dinheiro na conta sempre usava o mercado pago no débito. Eles do nada, mesmo eu colocando meu salário lá, todo mês baixa o valor do limite de crédito. Eu vou pagando e todo mês baixa mais ainda, como se eu quisesse pegar mais algum crédito com vocês. Lamentável, mesmo meu cartão da nubank cancelado eu só utilizo lá pq eles pelo menos não mentem e enganam.",recebi uma linha de credito de misero reais peguei o valor e sempre coloquei dinheiro na conta sempre usava o mercado pago no debito eles do nada mesmo eu colocando meu salario la todo mes baixa o valor do limite de credito eu vou pagando e todo mes baixa mais ainda como se eu quisesse pegar mais algum credito com voces lamentavel mesmo meu cartao da nubank cancelado eu so utilizo la pq eles pelo menos nao mentem e enganam
Negativo,0.7849734425544739,"Sem condições, entro no para fazer um Pix, simplesmente minha conta está travada por validação na documentação que nem pedida foi. Estou com medo de estar em uma situação que precise acessar a conta rápido e isso aconteça de novo. Vou cancelar minha portabilidade de salário e tirar o dinheiro todo. Como vou confiar desse jeito?",sem condicoes entro no para fazer um pix simplesmente minha conta esta travada por validacao na documentacao que nem pedida foi estou com medo de estar em uma situacao que precise acessar a conta rapido e isso aconteca de novo vou cancelar minha portabilidade de salario e tirar o dinheiro todo como vou confiar desse jeito
Negativo,0.8121280074119568,"toda vez que vai passar pix o leitor de digital da problema, é não é o sensor o problema pq os outros APPs funcionam perfeitamente.Fiz um pagamento duplicado e provavelmente vou ficar no prejuízo e são 400 reais.",toda vez que vai passar pix o leitor de digital da problema e nao e o sensor o problema pq os outros apps funcionam perfeitamente fiz um pagamento duplicado e provavelmente vou ficar no prejuizo e sao reais
Negativo,0.7240609526634216,"Era ótimo agora tá péssimo... além de cobrar taxas para transferir o auxílio q antes não cobrava ainda recusa sempre o cartão virtual tendo somente opção de boleto. Agora cobra por saque no 24 horas tbem.. saquei 20,00 me cobraram quase 5.00.. absurdo Vamos atualizar aí os horários após as 17 q é a hora q estamos em casa não se pode fazer transferências nem nada.",era otimo agora ta pessimo alem de cobrar taxas para transferir o auxilio q antes nao cobrava ainda recusa sempre o cartao virtual tendo somente opcao de boleto agora cobra por saque no horas tbem saquei me cobraram quase absurdo vamos atualizar ai os horarios apos as q e a hora q estamos em casa nao se pode fazer transferencias nem nada
Negativo,0.8350532054901123,Depois da última atualização o aplicativo está com uma série de instabilidades. Resolvam isso logo. É inadmissível um aplicativo de banco apresentar tantas falhas. Assim fica difícil de confiar e deixar seu dinheiro com a instituição. Lamentável!!,depois da ultima atualizacao o aplicativo esta com uma serie de instabilidades resolvam isso logo e inadmissivel um aplicativo de banco apresentar tantas falhas assim fica dificil de confiar e deixar seu dinheiro com a instituicao lamentavel
Neutro,0.5379148721694946,"Funcionava bem, agora o app não abre. Pede para usar o padrão de desbloqueio mas não aparece o padrão do celular..fiz de tudo desinstalei, instalei todas as permissões etc. Android 13",funcionava bem agora o app nao abre pede para usar o padrao de desbloqueio mas nao aparece o padrao do celular fiz de tudo desinstalei instalei todas as permissoes etc android
Negativo,0.6867324709892273,"Banco muito bom, o ponto negativo é que eles não deixam você antecipar o pagamento de todas as faturas. você só consegue antecipar a fatura do mês seguinte. Agora tenho que ficar com 8 parcelas, sendo que tenho o dinheiro para pagar todas em um único pagamento.",banco muito bom o ponto negativo e que eles nao deixam voce antecipar o pagamento de todas as faturas voce so consegue antecipar a fatura do mes seguinte agora tenho que ficar com parcelas sendo que tenho o dinheiro para pagar todas em um unico pagamento
Negativo,0.7713952660560608,"Sempre usei essa conta por causa da maquininha mas ultimamente está sendo só dor de cabeça. Não passa o cartão, sempre dando erro e quando você vai atrás do suporte eles fala que o problema é com o banco do cartão sendo que passo cartão de diferentes bancos e nenhum passa. Única coisa que funciona é na hora de cobrar porque o resto...",sempre usei essa conta por causa da maquininha mas ultimamente esta sendo so dor de cabeca nao passa o cartao sempre dando erro e quando voce vai atras do suporte eles fala que o problema e com o banco do cartao sendo que passo cartao de diferentes bancos e nenhum passa unica coisa que funciona e na hora de cobrar porque o resto
Negativo,0.5384372472763062,"Péssimo sistema, não recomendo, tenho a conta faz um tempinho e fui utilizar no trabalho 1 dia para testar algumas coisas e me descepcionei porque coloquei dinheiro na conta depois pediu validação fácial, pois é, uma coisa que era pra ser resolvido em até 36h( no caso das outras contas que tenho só precisa de minutos) já faz 2 semanas que estou nesta situação, entro em contato e nem os atendentes sabem oque falar, só pedem desculpas.",pessimo sistema nao recomendo tenho a conta faz um tempinho e fui utilizar no trabalho dia para testar algumas coisas e me descepcionei porque coloquei dinheiro na conta depois pediu validacao facial pois e uma coisa que era pra ser resolvido em ate h no caso das outras contas que tenho so precisa de minutos ja faz semanas que estou nesta situacao entro em contato e nem os atendentes sabem oque falar so pedem desculpas
Negativo,0.5858339071273804,"Ia dar 4 estrelas, mas por 2 motivos principais não vou. Primeiro; por que demoram tanto pra processar uma compra? Já utilizo outros bancos e nenhum tem essa demora. Segundo, cadê o comprovante de pagamento das compras no cartão de crédito? Estou precisando pra ativar um serviço e não encontro opção em lugar nenhum.",ia dar estrelas mas por motivos principais nao vou primeiro por que demoram tanto pra processar uma compra ja utilizo outros bancos e nenhum tem essa demora segundo cade o comprovante de pagamento das compras no cartao de credito estou precisando pra ativar um servico e nao encontro opcao em lugar nenhum
Negativo,0.7766244411468506,"Não está dando para visualizar o extrato, não está gerando comprovantes, estou tendo muitos problemas com pix devido a isso, e não está dando para descadastrar minhas chaves para mudar de banco. Só cliente a muitos anos mas assim que conseguir descadastrar minhas chaves vou cancelar minha conta e cartões na mesma hora .",nao esta dando para visualizar o extrato nao esta gerando comprovantes estou tendo muitos problemas com pix devido a isso e nao esta dando para descadastrar minhas chaves para mudar de banco so cliente a muitos anos mas assim que conseguir descadastrar minhas chaves vou cancelar minha conta e cartoes na mesma hora
Neutro,0.5021860003471375,Desde a última atualização o leitor de código de barrar que funcionava muito bem agora é só de enfeite e não consegue ler mais nenhum código de barrar. Outros apps no mesmo aparelho conseguem ler normalmente.,desde a ultima atualizacao o leitor de codigo de barrar que funcionava muito bem agora e so de enfeite e nao consegue ler mais nenhum codigo de barrar outros apps no mesmo aparelho conseguem ler normalmente
Neutro,0.4782460629940033,"Ele é o MELHOR. Resolução de problemas com rapidez, e gosto muito da organização do app, é um app bem fluido não tem problemas com travamentos, e o melhor assim que você paga a fatura usa logo o limite disponível, só elogios pra esse app maravilhoso",ele e o melhor resolucao de problemas com rapidez e gosto muito da organizacao do app e um app bem fluido nao tem problemas com travamentos e o melhor assim que voce paga a fatura usa logo o limite disponivel so elogios pra esse app maravilhoso
Negativo,0.6478025913238525,"Eu gostei bastante, porém, o app e muito lento. As vezes o cliente está com pressa e o app d embora muito para conectar, as vezes tem que ficar reiniciando.",eu gostei bastante porem o app e muito lento as vezes o cliente esta com pressa e o app d embora muito para conectar as vezes tem que ficar reiniciando
Negativo,0.525891900062561,"Olha baixei o app para abrir a minha conta que uso o mercado livre e queria comprar a máquina de cartão, mas não consigo abrir a conta pode ter sido algum bug do app ou do meu celular. Pena por que tive bastante feedback positivo sobre ele.",olha baixei o app para abrir a minha conta que uso o mercado livre e queria comprar a maquina de cartao mas nao consigo abrir a conta pode ter sido algum bug do app ou do meu celular pena por que tive bastante feedback positivo sobre ele
Negativo,0.8186681270599365,O app está demorando demais para mandar as notificações das movimentações feitas por ele. Isso acaba atrapalhabdo muito o acompanhamento da conta. Os demais concorrentes mandam em muito menos tempo ou até mesmo em tempo real.,o app esta demorando demais para mandar as notificacoes das movimentacoes feitas por ele isso acaba atrapalhabdo muito o acompanhamento da conta os demais concorrentes mandam em muito menos tempo ou ate mesmo em tempo real
Neutro,0.5074768662452698,"Utilizo o app mais por conta da tag Ultrapasse. Depois de alguns meses de experiência posso confirmar que a tag é muito boa. Além disso, visualizar o histórico e ver o mapa onde aceita a tag é muito bom.",utilizo o app mais por conta da tag ultrapasse depois de alguns meses de experiencia posso confirmar que a tag e muito boa alem disso visualizar o historico e ver o mapa onde aceita a tag e muito bom
Negativo,0.53215092420578,"Não consigo concluir transações. Na hora da autenticação por biometria, apenas pisca na tela o símbolo da digital mas não dá tempo de autenticar. Já foi desinstalado e reinstalado o aplicativo e o dispositivo é um galaxy z flip 5.",nao consigo concluir transacoes na hora da autenticacao por biometria apenas pisca na tela o simbolo da digital mas nao da tempo de autenticar ja foi desinstalado e reinstalado o aplicativo e o dispositivo e um galaxy z flip
Negativo,0.5797213912010193,"Esse banco fez uma coisa que eu não gostei, vou explicar o que aconteceu."" Tem um jogo que se chama (BRAWL STARS) esse jogo tem uns pacotes de brawles e skin, eu fiz a compra com esse banco, quando eu fiz a compra no jogo veiouma mensagem falando que tinha dado erro até aí tudo bem, na mesma hora repetir a compra novamente só que aí a mensagem foi diferente a mensagem foi que eu não tinha dinheiro o suficiente mas o banco fez a transferência para Google play e agora lascou!Nãorecomendoessebanco.",esse banco fez uma coisa que eu nao gostei vou explicar o que aconteceu tem um jogo que se chama brawl stars esse jogo tem uns pacotes de brawles e skin eu fiz a compra com esse banco quando eu fiz a compra no jogo veiouma mensagem falando que tinha dado erro ate ai tudo bem na mesma hora repetir a compra novamente so que ai a mensagem foi diferente a mensagem foi que eu nao tinha dinheiro o suficiente mas o banco fez a transferencia para google play e agora lascou naorecomendoessebanco
Negativo,0.7979624271392822,"Fiz o cancelamento de duas compras no mercado livre e o reembolso que foi pelo Pix deveria ser imediato e ainda não recebi,na contestação o mercado livre/pago informa entrar em contato com o vendedor e o vendedor joga de volta falando que o responsável é o mercado pago ,preciso de uma.possicao pq quero o meu dinheiro de volta . Me dêem uma.resposta aí pfvr pq já tô entrando com advogado .",fiz o cancelamento de duas compras no mercado livre e o reembolso que foi pelo pix deveria ser imediato e ainda nao recebi na contestacao o mercado livre pago informa entrar em contato com o vendedor e o vendedor joga de volta falando que o responsavel e o mercado pago preciso de uma possicao pq quero o meu dinheiro de volta me deem uma resposta ai pfvr pq ja to entrando com advogado
Negativo,0.8076949715614319,"Desde dia 08/05/24 sem aviso prévio quando tento fazer Pix do saldo aparece uma mensagem de validação de dados , já passaram o prazo, já liguei 3x no SAC e ninguém resolve. Um absurdo além de não ter sido informado, o prazo abusivo e que não foi cumprido bloqueando meu saldo. Agora é com o Jurídico 👎🏽",desde dia sem aviso previo quando tento fazer pix do saldo aparece uma mensagem de validacao de dados ja passaram o prazo ja liguei x no sac e ninguem resolve um absurdo alem de nao ter sido informado o prazo abusivo e que nao foi cumprido bloqueando meu saldo agora e com o juridico
Neutro,0.6876584887504578,É o melhor banco 🏦 Mas gostaria de vc um histórico ou extrato mais detalhado. Gosto do extrato do picpay que contém quanto tinha de saldo e quanto ficou depois da transação. Esse histórico detalhado iria me ajudar a planejar e avaliar meu gasto.,e o melhor banco mas gostaria de vc um historico ou extrato mais detalhado gosto do extrato do picpay que contem quanto tinha de saldo e quanto ficou depois da transacao esse historico detalhado iria me ajudar a planejar e avaliar meu gasto
Negativo,0.6002204418182373,"Estou tentando a dias abrir o app, mas sem êxito, fica dizendo que estão analisando os dados, mas já se tornou algo sem solução. Minha maquininha não reconhece o chip, e preciso do app para configura-la.",estou tentando a dias abrir o app mas sem exito fica dizendo que estao analisando os dados mas ja se tornou algo sem solucao minha maquininha nao reconhece o chip e preciso do app para configura la
Neutro,0.5069528818130493,"O aplicativo é bom, mas é péssimo que as reservas não mostrem o valor total do rendimento acredito que para todo mundo é inviável somar todos aqueles rendimentos diários pra chegar no rendimento mensal ou total.",o aplicativo e bom mas e pessimo que as reservas nao mostrem o valor total do rendimento acredito que para todo mundo e inviavel somar todos aqueles rendimentos diarios pra chegar no rendimento mensal ou total
Negativo,0.7530233263969421,"É confuso na hora de pagar, se tu resolver pagar por partes a fatura, mesmo antes de vencer, já aparece o restante no mês que vem. Deveriam esperar pra ver se vai ter ou não todo o pagamento, antes de colocar na próxima fatura, pois não falei que iria parcelar apenas paguei com o que tinha na conta.🤨🤨🤨E aí já cobra juros?",e confuso na hora de pagar se tu resolver pagar por partes a fatura mesmo antes de vencer ja aparece o restante no mes que vem deveriam esperar pra ver se vai ter ou nao todo o pagamento antes de colocar na proxima fatura pois nao falei que iria parcelar apenas paguei com o que tinha na conta e ai ja cobra juros
Negativo,0.7271935343742371,"👎continuo não gostando, muito confuso, difícil de contato, comprei no mercado livre um tênis, veio errado no tamanho, fiz a devolução, e continuo pagando a prestação no mercado pago, muito ruim, não recomendo, prefiro usar outro cartão,",continuo nao gostando muito confuso dificil de contato comprei no mercado livre um tenis veio errado no tamanho fiz a devolucao e continuo pagando a prestacao no mercado pago muito ruim nao recomendo prefiro usar outro cartao
Negativo,0.6551729440689087,"bem simples, fácil de usar. Porém o app é muito instável. A fatura do cartão fecha sem sincronia no dia certo, você faz um pix para a conta para fazer pegamentos o valor demora muito para constar no saldo e você não consegue fazer o pagamento na hora, faz compra no cartão não detalha na fatura só um ou dois dias depois. App com muitos bugs.",bem simples facil de usar porem o app e muito instavel a fatura do cartao fecha sem sincronia no dia certo voce faz um pix para a conta para fazer pegamentos o valor demora muito para constar no saldo e voce nao consegue fazer o pagamento na hora faz compra no cartao nao detalha na fatura so um ou dois dias depois app com muitos bugs
